match_id,team1,team2,city,venue,season,team1_runs,team2_runs,winner
1178407,Punjab Kings,Rajasthan Royals,Mohali,Punjab Cricket Association IS Bindra Stadium,2019,182,170,Kings XI Punjab
1178408,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,Rajiv Gandhi International Stadium,2019,132,137,Sunrisers Hyderabad
1178409,Mumbai Indians,Delhi Capitals,Delhi,Arun Jaitley Stadium,2019,168,128,Mumbai Indians
1178410,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,Eden Gardens,2019,213,203,Royal Challengers Bangalore
1178411,Mumbai Indians,Rajasthan Royals,Jaipur,Sawai Mansingh Stadium,2019,161,162,Rajasthan Royals
1178412,Punjab Kings,Delhi Capitals,Delhi,Arun Jaitley Stadium,2019,163,166,Delhi Capitals
1178413,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,Rajiv Gandhi International Stadium,2019,159,161,Sunrisers Hyderabad
1178414,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,M Chinnaswamy Stadium,2019,161,160,Royal Challengers Bangalore
1178415,Rajasthan Royals,Delhi Capitals,Jaipur,Sawai Mansingh Stadium,2019,191,193,Delhi Capitals
1178416,Sunrisers Hyderabad,Chennai Super Kings,Chennai,MA Chidambaram Stadium,2019,175,176,Chennai Super Kings
1178417,Royal Challengers Bangalore,Punjab Kings,Bengaluru,M Chinnaswamy Stadium,2019,202,185,Royal Challengers Bangalore
1178418,Kolkata Knight Riders,Rajasthan Royals,Kolkata,Eden Gardens,2019,175,177,Rajasthan Royals
1178419,Mumbai Indians,Chennai Super Kings,Chennai,MA Chidambaram Stadium,2019,155,109,Mumbai Indians
1178420,Sunrisers Hyderabad,Rajasthan Royals,Jaipur,Sawai Mansingh Stadium,2019,160,161,Rajasthan Royals
1178421,Delhi Capitals,Royal Challengers Bangalore,Delhi,Arun Jaitley Stadium,2019,187,171,Delhi Capitals
1178422,Kolkata Knight Riders,Mumbai Indians,Kolkata,Eden Gardens,2019,232,198,Kolkata Knight Riders
1178423,Sunrisers Hyderabad,Punjab Kings,Hyderabad,Rajiv Gandhi International Stadium,2019,212,167,Sunrisers Hyderabad
1178425,Chennai Super Kings,Delhi Capitals,Chennai,MA Chidambaram Stadium,2019,179,99,Chennai Super Kings
1178426,Mumbai Indians,Sunrisers Hyderabad,Mumbai,Wankhede Stadium,2019,162,162,Mumbai Indians
1178427,Punjab Kings,Kolkata Knight Riders,Mohali,Punjab Cricket Association IS Bindra Stadium,2019,183,185,Kolkata Knight Riders
1178428,Rajasthan Royals,Delhi Capitals,Delhi,Arun Jaitley Stadium,2019,115,121,Delhi Capitals
1178429,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,M Chinnaswamy Stadium,2019,175,178,Royal Challengers Bangalore
1178430,Chennai Super Kings,Punjab Kings,Mohali,Punjab Cricket Association IS Bindra Stadium,2019,170,173,Kings XI Punjab
1178431,Kolkata Knight Riders,Mumbai Indians,Mumbai,Wankhede Stadium,2019,133,134,Mumbai Indians
1181764,Chennai Super Kings,Mumbai Indians,Chennai,MA Chidambaram Stadium,2019,131,132,Mumbai Indians
1181766,Sunrisers Hyderabad,Delhi Capitals,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019,162,165,Delhi Capitals
1181767,Delhi Capitals,Chennai Super Kings,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019,147,151,Chennai Super Kings
1181768,Mumbai Indians,Chennai Super Kings,Hyderabad,Rajiv Gandhi International Stadium,2019,149,148,Mumbai Indians
1216492,Mumbai Indians,Chennai Super Kings,Abu Dhabi,Sheikh Zayed Stadium,2020,162,166,Chennai Super Kings
1216493,Delhi Capitals,Punjab Kings,Dubai,Dubai International Cricket Stadium,2020,157,157,Delhi Capitals
1216534,Royal Challengers Bangalore,Sunrisers Hyderabad,Dubai,Dubai International Cricket Stadium,2020,163,153,Royal Challengers Bangalore
1216496,Rajasthan Royals,Chennai Super Kings,Sharjah,Sharjah Cricket Stadium,2020,216,200,Rajasthan Royals
1216508,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,Sheikh Zayed Stadium,2020,195,146,Mumbai Indians
1216510,Punjab Kings,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2020,206,109,Kings XI Punjab
1216539,Delhi Capitals,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2020,175,131,Delhi Capitals
1216545,Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,Sheikh Zayed Stadium,2020,142,145,Kolkata Knight Riders
1216527,Punjab Kings,Rajasthan Royals,Sharjah,Sharjah Cricket Stadium,2020,223,226,Rajasthan Royals
1216547,Royal Challengers Bangalore,Mumbai Indians,Dubai,Dubai International Cricket Stadium,2020,201,201,Royal Challengers Bangalore
1216532,Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,Sheikh Zayed Stadium,2020,162,147,Sunrisers Hyderabad
1216504,Kolkata Knight Riders,Rajasthan Royals,Dubai,Dubai International Cricket Stadium,2020,174,137,Kolkata Knight Riders
1216503,Mumbai Indians,Punjab Kings,Abu Dhabi,Sheikh Zayed Stadium,2020,191,143,Mumbai Indians
1216516,Sunrisers Hyderabad,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2020,164,157,Sunrisers Hyderabad
1216514,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,Sheikh Zayed Stadium,2020,154,158,Royal Challengers Bangalore
1216515,Delhi Capitals,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2020,228,210,Delhi Capitals
1216513,Punjab Kings,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2020,178,181,Chennai Super Kings
1216538,Mumbai Indians,Sunrisers Hyderabad,Sharjah,Sharjah Cricket Stadium,2020,208,174,Mumbai Indians
1216519,Delhi Capitals,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2020,196,137,Delhi Capitals
1216511,Mumbai Indians,Rajasthan Royals,Abu Dhabi,Sheikh Zayed Stadium,2020,193,136,Mumbai Indians
1216501,Kolkata Knight Riders,Chennai Super Kings,Abu Dhabi,Sheikh Zayed Stadium,2020,167,157,Kolkata Knight Riders
1216542,Sunrisers Hyderabad,Punjab Kings,Dubai,Dubai International Cricket Stadium,2020,201,132,Sunrisers Hyderabad
1216500,Delhi Capitals,Rajasthan Royals,Sharjah,Sharjah Cricket Stadium,2020,184,138,Delhi Capitals
1216523,Kolkata Knight Riders,Punjab Kings,Abu Dhabi,Sheikh Zayed Stadium,2020,164,162,Kolkata Knight Riders
1216525,Royal Challengers Bangalore,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2020,169,132,Royal Challengers Bangalore
1216507,Sunrisers Hyderabad,Rajasthan Royals,Dubai,Dubai International Cricket Stadium,2020,158,163,Rajasthan Royals
1216529,Delhi Capitals,Mumbai Indians,Abu Dhabi,Sheikh Zayed Stadium,2020,162,166,Mumbai Indians
1216540,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2020,194,112,Royal Challengers Bangalore
1216528,Chennai Super Kings,Sunrisers Hyderabad,Dubai,Dubai International Cricket Stadium,2020,167,147,Chennai Super Kings
1216543,Delhi Capitals,Rajasthan Royals,Dubai,Dubai International Cricket Stadium,2020,161,148,Delhi Capitals
1216531,Royal Challengers Bangalore,Punjab Kings,Sharjah,Sharjah Cricket Stadium,2020,171,177,Kings XI Punjab
1216526,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,Sheikh Zayed Stadium,2020,148,149,Mumbai Indians
1216509,Chennai Super Kings,Delhi Capitals,Sharjah,Sharjah Cricket Stadium,2020,179,185,Delhi Capitals
1216522,Rajasthan Royals,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2020,177,179,Royal Challengers Bangalore
1216512,Kolkata Knight Riders,Sunrisers Hyderabad,Abu Dhabi,Sheikh Zayed Stadium,2020,163,163,Kolkata Knight Riders
1216517,Mumbai Indians,Punjab Kings,Dubai,Dubai International Cricket Stadium,2020,176,176,Kings XI Punjab
1216533,Chennai Super Kings,Rajasthan Royals,Abu Dhabi,Sheikh Zayed Stadium,2020,125,126,Rajasthan Royals
1216546,Delhi Capitals,Punjab Kings,Dubai,Dubai International Cricket Stadium,2020,164,167,Kings XI Punjab
1216494,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,Sheikh Zayed Stadium,2020,84,85,Royal Challengers Bangalore
1216518,Rajasthan Royals,Sunrisers Hyderabad,Dubai,Dubai International Cricket Stadium,2020,154,156,Sunrisers Hyderabad
1216521,Chennai Super Kings,Mumbai Indians,Sharjah,Sharjah Cricket Stadium,2020,114,116,Mumbai Indians
1216497,Kolkata Knight Riders,Delhi Capitals,Abu Dhabi,Sheikh Zayed Stadium,2020,194,135,Kolkata Knight Riders
1216498,Punjab Kings,Sunrisers Hyderabad,Dubai,Dubai International Cricket Stadium,2020,126,114,Kings XI Punjab
1216541,Mumbai Indians,Rajasthan Royals,Abu Dhabi,Sheikh Zayed Stadium,2020,195,196,Rajasthan Royals
1216544,Royal Challengers Bangalore,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2020,145,150,Chennai Super Kings
1216520,Kolkata Knight Riders,Punjab Kings,Sharjah,Sharjah Cricket Stadium,2020,149,150,Kings XI Punjab
1216524,Sunrisers Hyderabad,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2020,219,131,Sunrisers Hyderabad
1216499,Royal Challengers Bangalore,Mumbai Indians,Abu Dhabi,Sheikh Zayed Stadium,2020,164,166,Mumbai Indians
1216536,Kolkata Knight Riders,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2020,172,178,Chennai Super Kings
1216537,Punjab Kings,Rajasthan Royals,Abu Dhabi,Sheikh Zayed Stadium,2020,185,186,Rajasthan Royals
1216502,Royal Challengers Bangalore,Sunrisers Hyderabad,Sharjah,Sharjah Cricket Stadium,2020,120,121,Sunrisers Hyderabad
1216535,Delhi Capitals,Mumbai Indians,Dubai,Dubai International Cricket Stadium,2020,110,111,Mumbai Indians
1216506,Punjab Kings,Chennai Super Kings,Abu Dhabi,Sheikh Zayed Stadium,2020,153,154,Chennai Super Kings
1216530,Kolkata Knight Riders,Rajasthan Royals,Dubai,Dubai International Cricket Stadium,2020,191,131,Kolkata Knight Riders
1216505,Royal Challengers Bangalore,Delhi Capitals,Abu Dhabi,Sheikh Zayed Stadium,2020,152,154,Delhi Capitals
1216495,Mumbai Indians,Sunrisers Hyderabad,Sharjah,Sharjah Cricket Stadium,2020,149,151,Sunrisers Hyderabad
1237177,Mumbai Indians,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2020,200,143,Mumbai Indians
1237178,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,Sheikh Zayed Stadium,2020,131,132,Sunrisers Hyderabad
1237180,Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,Sheikh Zayed Stadium,2020,189,172,Delhi Capitals
1237181,Delhi Capitals,Mumbai Indians,Dubai,Dubai International Cricket Stadium,2020,156,157,Mumbai Indians
1254058,Mumbai Indians,Royal Challengers Bangalore,Chennai,MA Chidambaram Stadium,2021,159,160,Royal Challengers Bangalore
1254059,Chennai Super Kings,Delhi Capitals,Mumbai,Wankhede Stadium,2021,188,190,Delhi Capitals
1254060,Kolkata Knight Riders,Sunrisers Hyderabad,Chennai,MA Chidambaram Stadium,2021,187,177,Kolkata Knight Riders
1254061,Punjab Kings,Rajasthan Royals,Mumbai,Wankhede Stadium,2021,221,217,Punjab Kings
1254062,Mumbai Indians,Kolkata Knight Riders,Chennai,MA Chidambaram Stadium,2021,152,142,Mumbai Indians
1254063,Royal Challengers Bangalore,Sunrisers Hyderabad,Chennai,MA Chidambaram Stadium,2021,149,143,Royal Challengers Bangalore
1254064,Delhi Capitals,Rajasthan Royals,Mumbai,Wankhede Stadium,2021,147,150,Rajasthan Royals
1254065,Punjab Kings,Chennai Super Kings,Mumbai,Wankhede Stadium,2021,106,107,Chennai Super Kings
1254066,Mumbai Indians,Sunrisers Hyderabad,Chennai,MA Chidambaram Stadium,2021,150,137,Mumbai Indians
1254067,Royal Challengers Bangalore,Kolkata Knight Riders,Chennai,MA Chidambaram Stadium,2021,204,166,Royal Challengers Bangalore
1254068,Punjab Kings,Delhi Capitals,Mumbai,Wankhede Stadium,2021,195,198,Delhi Capitals
1254069,Chennai Super Kings,Rajasthan Royals,Mumbai,Wankhede Stadium,2021,188,143,Chennai Super Kings
1254070,Mumbai Indians,Delhi Capitals,Chennai,MA Chidambaram Stadium,2021,137,138,Delhi Capitals
1254071,Punjab Kings,Sunrisers Hyderabad,Chennai,MA Chidambaram Stadium,2021,120,121,Sunrisers Hyderabad
1254072,Chennai Super Kings,Kolkata Knight Riders,Mumbai,Wankhede Stadium,2021,220,202,Chennai Super Kings
1254073,Rajasthan Royals,Royal Challengers Bangalore,Mumbai,Wankhede Stadium,2021,177,181,Royal Challengers Bangalore
1254074,Mumbai Indians,Punjab Kings,Chennai,MA Chidambaram Stadium,2021,131,132,Punjab Kings
1254075,Kolkata Knight Riders,Rajasthan Royals,Mumbai,Wankhede Stadium,2021,133,134,Rajasthan Royals
1254076,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,Wankhede Stadium,2021,191,122,Chennai Super Kings
1254077,Delhi Capitals,Sunrisers Hyderabad,Chennai,MA Chidambaram Stadium,2021,159,159,Delhi Capitals
1254078,Punjab Kings,Kolkata Knight Riders,Ahmedabad,Narendra Modi Stadium,2021,123,126,Kolkata Knight Riders
1254079,Royal Challengers Bangalore,Delhi Capitals,Ahmedabad,Narendra Modi Stadium,2021,171,170,Royal Challengers Bangalore
1254080,Sunrisers Hyderabad,Chennai Super Kings,Delhi,Arun Jaitley Stadium,2021,171,173,Chennai Super Kings
1254081,Rajasthan Royals,Mumbai Indians,Delhi,Arun Jaitley Stadium,2021,171,172,Mumbai Indians
1254082,Kolkata Knight Riders,Delhi Capitals,Ahmedabad,Narendra Modi Stadium,2021,154,156,Delhi Capitals
1254083,Punjab Kings,Royal Challengers Bangalore,Ahmedabad,Narendra Modi Stadium,2021,179,145,Punjab Kings
1254084,Chennai Super Kings,Mumbai Indians,Delhi,Arun Jaitley Stadium,2021,218,219,Mumbai Indians
1254085,Rajasthan Royals,Sunrisers Hyderabad,Delhi,Arun Jaitley Stadium,2021,220,165,Rajasthan Royals
1254086,Punjab Kings,Delhi Capitals,Ahmedabad,Narendra Modi Stadium,2021,166,167,Delhi Capitals
1254104,Chennai Super Kings,Mumbai Indians,Dubai,Dubai International Cricket Stadium,2021,156,136,Chennai Super Kings
1254087,Royal Challengers Bangalore,Kolkata Knight Riders,Abu Dhabi,Zayed Cricket Stadium,2021,92,94,Kolkata Knight Riders
1254111,Rajasthan Royals,Punjab Kings,Dubai,Dubai International Cricket Stadium,2021,185,183,Rajasthan Royals
1254105,Sunrisers Hyderabad,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021,134,139,Delhi Capitals
1254096,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,Zayed Cricket Stadium,2021,155,159,Kolkata Knight Riders
1254113,Royal Challengers Bangalore,Chennai Super Kings,Sharjah,Sharjah Cricket Stadium,2021,156,157,Chennai Super Kings
1254097,Delhi Capitals,Rajasthan Royals,Abu Dhabi,Zayed Cricket Stadium,2021,154,121,Delhi Capitals
1254107,Punjab Kings,Sunrisers Hyderabad,Sharjah,Sharjah Cricket Stadium,2021,125,120,Punjab Kings
1254098,Kolkata Knight Riders,Chennai Super Kings,Abu Dhabi,Zayed Cricket Stadium,2021,171,172,Chennai Super Kings
1254108,Royal Challengers Bangalore,Mumbai Indians,Dubai,Dubai International Cricket Stadium,2021,165,111,Royal Challengers Bangalore
1254100,Rajasthan Royals,Sunrisers Hyderabad,Dubai,Dubai International Cricket Stadium,2021,164,167,Sunrisers Hyderabad
1254092,Delhi Capitals,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021,127,130,Kolkata Knight Riders
1254099,Punjab Kings,Mumbai Indians,Abu Dhabi,Zayed Cricket Stadium,2021,135,137,Mumbai Indians
1254103,Rajasthan Royals,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021,149,153,Royal Challengers Bangalore
1254091,Sunrisers Hyderabad,Chennai Super Kings,Sharjah,Sharjah Cricket Stadium,2021,134,139,Chennai Super Kings
1254102,Kolkata Knight Riders,Punjab Kings,Dubai,Dubai International Cricket Stadium,2021,165,168,Punjab Kings
1254089,Chennai Super Kings,Rajasthan Royals,Abu Dhabi,Zayed Cricket Stadium,2021,189,190,Rajasthan Royals
1254112,Mumbai Indians,Delhi Capitals,Sharjah,Sharjah Cricket Stadium,2021,129,132,Delhi Capitals
1254090,Royal Challengers Bangalore,Punjab Kings,Sharjah,Sharjah Cricket Stadium,2021,164,158,Royal Challengers Bangalore
1254109,Sunrisers Hyderabad,Kolkata Knight Riders,Dubai,Dubai International Cricket Stadium,2021,115,119,Kolkata Knight Riders
1254110,Chennai Super Kings,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021,136,139,Delhi Capitals
1254093,Rajasthan Royals,Mumbai Indians,Sharjah,Sharjah Cricket Stadium,2021,90,94,Mumbai Indians
1254095,Sunrisers Hyderabad,Royal Challengers Bangalore,Abu Dhabi,Zayed Cricket Stadium,2021,141,137,Sunrisers Hyderabad
1254094,Chennai Super Kings,Punjab Kings,Dubai,Dubai International Cricket Stadium,2021,134,139,Punjab Kings
1254106,Kolkata Knight Riders,Rajasthan Royals,Sharjah,Sharjah Cricket Stadium,2021,171,85,Kolkata Knight Riders
1254088,Mumbai Indians,Sunrisers Hyderabad,Abu Dhabi,Zayed Cricket Stadium,2021,235,193,Mumbai Indians
1254101,Delhi Capitals,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021,164,166,Royal Challengers Bangalore
1254114,Delhi Capitals,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021,172,173,Chennai Super Kings
1254115,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021,138,139,Kolkata Knight Riders
1254116,Delhi Capitals,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021,135,136,Kolkata Knight Riders
1254117,Chennai Super Kings,Kolkata Knight Riders,Dubai,Dubai International Cricket Stadium,2021,192,165,Chennai Super Kings
1304047,Chennai Super Kings,Kolkata Knight Riders,Mumbai,Wankhede Stadium,2022,131,133,Kolkata Knight Riders
1304048,Mumbai Indians,Delhi Capitals,Mumbai,Brabourne Stadium,2022,177,179,Delhi Capitals
1304049,Royal Challengers Bangalore,Punjab Kings,Mumbai,Dr DY Patil Sports Academy,2022,205,208,Punjab Kings
1304050,Lucknow Super Giants,Gujarat Titans,Mumbai,Wankhede Stadium,2022,158,161,Gujarat Titans
1304051,Rajasthan Royals,Sunrisers Hyderabad,Pune,Maharashtra Cricket Association Stadium,2022,210,149,Rajasthan Royals
1304052,Kolkata Knight Riders,Royal Challengers Bangalore,Mumbai,Dr DY Patil Sports Academy,2022,128,132,Royal Challengers Bangalore
1304053,Chennai Super Kings,Lucknow Super Giants,Mumbai,Brabourne Stadium,2022,210,211,Lucknow Super Giants
1304054,Punjab Kings,Kolkata Knight Riders,Mumbai,Wankhede Stadium,2022,137,141,Kolkata Knight Riders
1304055,Rajasthan Royals,Mumbai Indians,Mumbai,Dr DY Patil Sports Academy,2022,193,170,Rajasthan Royals
1304056,Gujarat Titans,Delhi Capitals,Pune,Maharashtra Cricket Association Stadium,2022,171,157,Gujarat Titans
1304057,Punjab Kings,Chennai Super Kings,Mumbai,Brabourne Stadium,2022,180,126,Punjab Kings
1304058,Lucknow Super Giants,Sunrisers Hyderabad,Mumbai,Dr DY Patil Sports Academy,2022,169,157,Lucknow Super Giants
1304059,Rajasthan Royals,Royal Challengers Bangalore,Mumbai,Wankhede Stadium,2022,169,173,Royal Challengers Bangalore
1304060,Mumbai Indians,Kolkata Knight Riders,Pune,Maharashtra Cricket Association Stadium,2022,161,162,Kolkata Knight Riders
1304061,Delhi Capitals,Lucknow Super Giants,Mumbai,Dr DY Patil Sports Academy,2022,149,155,Lucknow Super Giants
1304062,Punjab Kings,Gujarat Titans,Mumbai,Brabourne Stadium,2022,189,190,Gujarat Titans
1304063,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,Dr DY Patil Sports Academy,2022,154,155,Sunrisers Hyderabad
1304064,Mumbai Indians,Royal Challengers Bangalore,Pune,Maharashtra Cricket Association Stadium,2022,151,152,Royal Challengers Bangalore
1304065,Delhi Capitals,Kolkata Knight Riders,Mumbai,Brabourne Stadium,2022,215,171,Delhi Capitals
1304066,Rajasthan Royals,Lucknow Super Giants,Mumbai,Wankhede Stadium,2022,165,162,Rajasthan Royals
1304067,Gujarat Titans,Sunrisers Hyderabad,Mumbai,Dr DY Patil Sports Academy,2022,162,168,Sunrisers Hyderabad
1304068,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,Dr DY Patil Sports Academy,2022,216,193,Chennai Super Kings
1304069,Punjab Kings,Mumbai Indians,Pune,Maharashtra Cricket Association Stadium,2022,198,186,Punjab Kings
1304070,Gujarat Titans,Rajasthan Royals,Mumbai,Dr DY Patil Sports Academy,2022,192,155,Gujarat Titans
1304071,Kolkata Knight Riders,Sunrisers Hyderabad,Mumbai,Brabourne Stadium,2022,175,176,Sunrisers Hyderabad
1304072,Lucknow Super Giants,Mumbai Indians,Mumbai,Brabourne Stadium,2022,199,181,Lucknow Super Giants
1304073,Royal Challengers Bangalore,Delhi Capitals,Mumbai,Wankhede Stadium,2022,189,173,Royal Challengers Bangalore
1304074,Punjab Kings,Sunrisers Hyderabad,Mumbai,Dr DY Patil Sports Academy,2022,151,152,Sunrisers Hyderabad
1304075,Chennai Super Kings,Gujarat Titans,Pune,Maharashtra Cricket Association Stadium,2022,169,170,Gujarat Titans
1304076,Rajasthan Royals,Kolkata Knight Riders,Mumbai,Brabourne Stadium,2022,217,210,Rajasthan Royals
1304077,Royal Challengers Bangalore,Lucknow Super Giants,Mumbai,Dr DY Patil Sports Academy,2022,181,163,Royal Challengers Bangalore
1304078,Punjab Kings,Delhi Capitals,Mumbai,Brabourne Stadium,2022,115,119,Delhi Capitals
1304079,Mumbai Indians,Chennai Super Kings,Mumbai,Dr DY Patil Sports Academy,2022,155,156,Chennai Super Kings
1304080,Rajasthan Royals,Delhi Capitals,Mumbai,Wankhede Stadium,2022,222,207,Rajasthan Royals
1304081,Gujarat Titans,Kolkata Knight Riders,Mumbai,Dr DY Patil Sports Academy,2022,156,148,Gujarat Titans
1304082,Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai,Brabourne Stadium,2022,68,72,Sunrisers Hyderabad
1304083,Lucknow Super Giants,Mumbai Indians,Mumbai,Wankhede Stadium,2022,168,132,Lucknow Super Giants
1304084,Punjab Kings,Chennai Super Kings,Mumbai,Wankhede Stadium,2022,187,176,Punjab Kings
1304085,Rajasthan Royals,Royal Challengers Bangalore,Pune,Maharashtra Cricket Association Stadium,2022,144,115,Rajasthan Royals
1304086,Sunrisers Hyderabad,Gujarat Titans,Mumbai,Wankhede Stadium,2022,195,199,Gujarat Titans
1304087,Kolkata Knight Riders,Delhi Capitals,Mumbai,Wankhede Stadium,2022,146,150,Delhi Capitals
1304088,Lucknow Super Giants,Punjab Kings,Pune,Maharashtra Cricket Association Stadium,2022,153,133,Lucknow Super Giants
1304089,Royal Challengers Bangalore,Gujarat Titans,Mumbai,Brabourne Stadium,2022,170,174,Gujarat Titans
1304090,Rajasthan Royals,Mumbai Indians,Mumbai,Dr DY Patil Sports Academy,2022,158,161,Mumbai Indians
1304091,Lucknow Super Giants,Delhi Capitals,Mumbai,Wankhede Stadium,2022,195,189,Lucknow Super Giants
1304092,Chennai Super Kings,Sunrisers Hyderabad,Pune,Maharashtra Cricket Association Stadium,2022,202,189,Chennai Super Kings
1304093,Rajasthan Royals,Kolkata Knight Riders,Mumbai,Wankhede Stadium,2022,152,158,Kolkata Knight Riders
1304094,Gujarat Titans,Punjab Kings,Mumbai,Dr DY Patil Sports Academy,2022,143,145,Punjab Kings
1304095,Royal Challengers Bangalore,Chennai Super Kings,Pune,Maharashtra Cricket Association Stadium,2022,173,160,Royal Challengers Bangalore
1304096,Delhi Capitals,Sunrisers Hyderabad,Mumbai,Brabourne Stadium,2022,207,186,Delhi Capitals
1304097,Mumbai Indians,Gujarat Titans,Mumbai,Brabourne Stadium,2022,177,172,Mumbai Indians
1304098,Punjab Kings,Rajasthan Royals,Mumbai,Wankhede Stadium,2022,189,190,Rajasthan Royals
1304099,Lucknow Super Giants,Kolkata Knight Riders,Pune,Maharashtra Cricket Association Stadium,2022,176,101,Lucknow Super Giants
1304100,Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai,Wankhede Stadium,2022,192,125,Royal Challengers Bangalore
1304101,Chennai Super Kings,Delhi Capitals,Mumbai,Dr DY Patil Sports Academy,2022,208,117,Chennai Super Kings
1304102,Kolkata Knight Riders,Mumbai Indians,Mumbai,Dr DY Patil Sports Academy,2022,165,113,Kolkata Knight Riders
1304103,Gujarat Titans,Lucknow Super Giants,Pune,Maharashtra Cricket Association Stadium,2022,144,82,Gujarat Titans
1304104,Rajasthan Royals,Delhi Capitals,Mumbai,Dr DY Patil Sports Academy,2022,160,161,Delhi Capitals
1304105,Chennai Super Kings,Mumbai Indians,Mumbai,Wankhede Stadium,2022,97,103,Mumbai Indians
1304106,Punjab Kings,Royal Challengers Bangalore,Mumbai,Brabourne Stadium,2022,209,155,Punjab Kings
1304107,Kolkata Knight Riders,Sunrisers Hyderabad,Pune,Maharashtra Cricket Association Stadium,2022,177,123,Kolkata Knight Riders
1304108,Chennai Super Kings,Gujarat Titans,Mumbai,Wankhede Stadium,2022,133,137,Gujarat Titans
1304109,Rajasthan Royals,Lucknow Super Giants,Mumbai,Brabourne Stadium,2022,178,154,Rajasthan Royals
1304110,Delhi Capitals,Punjab Kings,Mumbai,Dr DY Patil Sports Academy,2022,159,142,Delhi Capitals
1304111,Sunrisers Hyderabad,Mumbai Indians,Mumbai,Wankhede Stadium,2022,193,190,Sunrisers Hyderabad
1304112,Lucknow Super Giants,Kolkata Knight Riders,Mumbai,Dr DY Patil Sports Academy,2022,210,208,Lucknow Super Giants
1304113,Gujarat Titans,Royal Challengers Bangalore,Mumbai,Wankhede Stadium,2022,168,170,Royal Challengers Bangalore
1304114,Chennai Super Kings,Rajasthan Royals,Mumbai,Brabourne Stadium,2022,150,151,Rajasthan Royals
1304115,Delhi Capitals,Mumbai Indians,Mumbai,Wankhede Stadium,2022,159,160,Mumbai Indians
1304116,Sunrisers Hyderabad,Punjab Kings,Mumbai,Wankhede Stadium,2022,157,160,Punjab Kings
1312197,Rajasthan Royals,Gujarat Titans,Kolkata,Eden Gardens,2022,188,191,Gujarat Titans
1312198,Royal Challengers Bangalore,Lucknow Super Giants,Kolkata,Eden Gardens,2022,207,193,Royal Challengers Bangalore
1312199,Royal Challengers Bangalore,Rajasthan Royals,Ahmedabad,Narendra Modi Stadium,2022,157,161,Rajasthan Royals
1312200,Rajasthan Royals,Gujarat Titans,Ahmedabad,Narendra Modi Stadium,2022,130,133,Gujarat Titans
1359475,Chennai Super Kings,Gujarat Titans,Ahmedabad,Narendra Modi Stadium,2023,178,182,Gujarat Titans
1359476,Punjab Kings,Kolkata Knight Riders,Mohali,Punjab Cricket Association IS Bindra Stadium,2023,191,146,Punjab Kings
1359477,Lucknow Super Giants,Delhi Capitals,Lucknow,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2023,193,143,Lucknow Super Giants
